UTC_Time,Account,Operation,Coin,Change,Remark
2021-03-13 12:27:46,Spot,Large OTC trading,USDT,-75.00000000,""
2021-03-13 12:27:47,Spot,Large OTC trading,XRP,163.72114142,""
2021-03-13 12:30:44,Spot,Large OTC trading,SXP,32.51068928,""
2021-03-13 12:30:44,Spot,Large OTC trading,USDT,-100.10984040,""
2021-03-13 21:51:44,Card,transfer_in,SXP,3.87140485,""
2021-03-13 21:51:44,Spot,transfer_out,SXP,-3.87140485,""
2021-03-15 13:34:24,Spot,Large OTC trading,VET,-1000.00000000,""
2021-03-15 13:34:24,Spot,Large OTC trading,USDT,75.65530000,""
2021-03-15 13:34:53,Spot,Large OTC trading,BNB,0.15356206,""
2021-03-15 13:34:53,Spot,Large OTC trading,USDT,-40.00000000,""
2021-03-15 13:35:07,Spot,Large OTC trading,BTC,0.00062411,""
2021-03-15 13:35:07,Spot,Large OTC trading,USDT,-35.65530000,""
2021-03-17 16:30:52,Spot,Large OTC trading,USDT,104.08623920,""
2021-03-17 16:30:52,Spot,Large OTC trading,LINK,-3.38404895,""
2021-03-17 16:38:25,Spot,Large OTC trading,DOGE,1819.91221303,""
2021-03-17 16:38:25,Spot,Large OTC trading,USDT,-104.08623920,""
2021-03-17 21:24:31,Spot,Large OTC trading,ADA,-200.00000000,""
2021-03-17 21:24:31,Spot,Large OTC trading,USDT,266.11200000,""
2021-03-18 16:31:47,Spot,Large OTC trading,ADA,191.37038315,""
2021-03-18 16:31:47,Spot,Large OTC trading,USDT,-266.11200000,""
